Shannon_entropy,Block-frequency,Chi-square,Label,Filetype
7.999228639,0.55750992,280.5823808,0,7z-lzma
7.999977823,0.238308812,271.4565537,0,7z-lzma
7.999775535,0.661504297,273.8698225,0,7z-lzma
7.999949827,0.546566087,223.0823481,0,7z-lzma
7.999974823,0.137925185,236.9417868,0,7z-lzma
7.999913419,0.590705506,265.416264,0,7z-lzma
7.999978751,0.190995744,235.3901332,0,7z-lzma
7.999978794,0.902247393,210.7961854,0,7z-lzma
7.999965004,0.906419435,231.7227535,0,7z-lzma
7.999796738,0.649787047,245.5311975,0,7z-lzma
7.999478949,0.504918402,247.8539312,0,7z-lzma
7.999965187,0.072428229,223.4711597,0,7z-lzma
7.999938226,0.322195045,255.5650601,0,7z-lzma
7.99886468,0.128750518,246.641654,0,7z-lzma
7.999925008,0.201493226,282.6227215,0,7z-lzma
7.999959844,0.533322852,268.7897651,0,7z-lzma
7.999408849,0.546592499,293.2508577,0,7z-lzma
7.999903176,0.301404031,281.699365,0,7z-lzma
7.999966902,0.827253536,251.2787764,0,7z-lzma
7.998143614,0.091532071,273.923776,0,7z-lzma
7.998882549,0.252056968,281.8181062,0,7z-lzma
7.999967329,0.852076982,262.7246621,0,7z-lzma
7.999788512,0.364250705,257.4319861,0,7z-lzma
7.999965422,0.347058763,202.2872782,0,7z-lzma
7.999730811,0.482761255,261.6230044,0,7z-lzma
7.999955997,0.489953181,250.4567028,0,7z-lzma
7.999716827,0.161473857,231.0651137,0,7z-lzma
7.997738903,0.00148905,263.7627793,0,7z-lzma
7.999925677,0.906415384,263.2274608,0,7z-lzma
7.999982032,0.5652572,245.2747012,0,7z-lzma
7.999973516,0.024952805,249.1949219,0,7z-lzma
7.999185131,0.099198005,255.0349439,0,7z-lzma
7.999714954,0.445027638,246.9582641,0,7z-lzma
7.999943324,0.755219256,292.0608112,0,7z-lzma
7.999964649,0.705859401,219.0305446,0,7z-lzma
7.999931439,0.114320229,237.1760788,0,7z-lzma
7.999933257,0.240720031,234.2432398,0,7z-lzma
7.999784159,0.112255728,266.2251605,0,7z-lzma
7.99986974,0.577277605,237.6686112,0,7z-lzma
7.999975154,0.42060332,264.7554391,0,7z-lzma
7.999730139,0.210573503,269.9326376,0,7z-lzma
7.999921131,0.243745701,249.8910509,0,7z-lzma
7.999791164,0.110237267,211.4018129,0,7z-lzma
7.997018811,0.650462132,286.7902259,0,7z-lzma
7.999981558,0.613130976,264.5455607,0,7z-lzma
7.99989496,0.194180085,288.6850849,0,7z-lzma
7.999930488,0.094086366,238.390038,0,7z-lzma
7.999971328,0.800270889,278.0113667,0,7z-lzma
7.999912342,0.218016423,251.9239901,0,7z-lzma
7.999958394,0.558624758,253.4374114,0,7z-lzma
7.999978245,0.078727921,236.1025187,0,7z-lzma
7.999045506,0.143809046,260.534942,0,7z-lzma
7.999778421,0.320803168,242.5419477,0,7z-lzma
7.999957149,0.430849165,245.4691886,0,7z-lzma
7.999982987,0.416994715,258.7229612,0,7z-lzma
7.999819672,0.026697921,225.361891,0,7z-lzma
7.999500274,0.198320101,255.5136548,0,7z-lzma
7.999980422,0.558472335,252.6352693,0,7z-lzma
7.999909421,0.637374892,289.2621549,0,7z-lzma
7.99990581,0.207429297,238.1031171,0,7z-lzma
7.999808997,0.540253428,245.6236089,0,7z-lzma
7.99887708,0.660835468,239.3342733,0,7z-lzma
7.999848926,0.347972255,239.5434289,0,7z-lzma
7.999959158,0.5486528,259.810658,0,7z-lzma
7.999928408,0.716435211,227.507796,0,7z-lzma
7.999957476,0.843323451,258.9722737,0,7z-lzma
7.999606866,0.63017265,236.8252575,0,7z-lzma
7.999976186,0.516595772,273.4938421,0,7z-lzma
7.999963913,0.776196253,275.4279532,0,7z-lzma
7.99998625,0.49129871,220.0081249,0,7z-lzma
7.999889691,0.527588463,251.4589888,0,7z-lzma
7.999991515,0.042911835,246.5440477,0,7z-lzma
7.999797967,0.273337379,266.3534002,0,7z-lzma
7.99989041,0.424404897,243.8273385,0,7z-lzma
7.999968907,0.354520357,285.1090052,0,7z-lzma
7.999847702,0.695300975,248.4455223,0,7z-lzma
7.998783163,0.376409257,240.1608492,0,7z-lzma
7.999983664,0.113469309,249.906841,0,7z-lzma
7.999984673,0.656389284,252.2248176,0,7z-lzma
7.99997574,0.057787093,307.3441613,0,7z-lzma
7.999980101,0.464363988,224.5543225,0,7z-lzma
7.999929854,0.595977215,291.0216263,0,7z-lzma
7.999902804,0.662118709,301.3512683,0,7z-lzma
7.99984887,0.441065698,281.1143328,0,7z-lzma
7.999084776,0.301545739,310.0034098,0,7z-lzma2
7.999739272,4.63E-171,815.2275567,0,7z-lzma2
7.999624738,0,4723.817529,0,7z-lzma2
7.999199026,0,16435.86137,0,7z-lzma2
7.999902296,8.29E-299,463.9354648,0,7z-lzma2
7.999113565,9.57E-211,1440.265001,0,7z-lzma2
7.997031984,0,171689.2938,0,7z-lzma2
7.999867309,3.31E-38,292.3717379,0,7z-lzma2
7.999228081,0,3342.09643,0,7z-lzma2
7.996500439,0,82041.88515,0,7z-lzma2
7.999712802,4.52E-59,330.9815114,0,7z-lzma2
7.999488703,0.279871749,272.7997033,0,7z-lzma2
7.999943187,0,1381.903469,0,7z-lzma2
7.999432781,0,4782.941354,0,7z-lzma2
7.999615837,0.541360669,287.2151421,0,7z-lzma2
7.997312852,1.50E-12,1607.428858,0,7z-lzma2
7.999375728,0.470612117,226.1300257,0,7z-lzma2
7.997156797,0,35055.71753,0,7z-lzma2
7.999764138,0.666544053,287.4517486,0,7z-lzma2
7.999934967,0.988516184,289.2019573,0,7z-lzma2
7.999821992,1.36E-57,1677.171043,0,7z-lzma2
7.999899196,0.168566267,309.6193452,0,7z-lzma2
7.999396939,0,6695.966373,0,7z-lzma2
7.999865558,6.55E-26,1333.251595,0,7z-lzma2
7.999661541,3.14E-301,2234.771286,0,7z-lzma2
7.999765928,4.26E-09,282.2757234,0,7z-lzma2
7.999431451,0.040376454,270.110367,0,7z-lzma2
7.997189994,0,19683.65591,0,7z-lzma2
7.999892741,1.67E-08,444.4578751,0,7z-lzma2
7.998784192,0.185681778,264.3625533,0,7z-lzma2
7.99723161,0,12014.37041,0,7z-lzma2
7.99726343,0,18910.66678,0,7z-lzma2
7.999625544,0.106202353,185.8291048,0,7z-lzma2
7.999633384,5.27E-138,1076.754232,0,7z-lzma2
7.998717282,2.22E-113,9825.832528,0,7z-lzma2
7.998299098,0.304465533,251.7732476,0,7z-lzma2
7.998864928,0.478138177,285.5422579,0,7z-lzma2
7.99955826,0,3563.712949,0,7z-lzma2
7.999550935,0,543.9469638,0,7z-lzma2
7.999613503,0,2273.556907,0,7z-lzma2
7.999709398,0.26817871,282.3252437,0,7z-lzma2
7.999845653,0,879.1599876,0,7z-lzma2
7.999427467,4.30E-09,467.4903435,0,7z-lzma2
7.997945634,0.053666421,239.0577691,0,7z-lzma2
7.999821982,0,628.7653746,0,7z-lzma2
7.995892199,0,58945.98482,0,7z-lzma2
7.963925449,0,328925.5646,0,7z-lzma2
7.999133373,0.461552944,270.7383804,0,7z-lzma2
7.99969826,0.06734022,261.3203212,0,7z-lzma2
7.999624075,2.71E-31,1944.714521,0,7z-lzma2
7.999439179,0,3499.752857,0,7z-lzma2
7.984864356,0,55061.86706,0,7z-lzma2
7.998604823,0,4983.221273,0,7z-lzma2
7.999771007,0.099453285,282.5220674,0,7z-lzma2
7.999821496,0,324.5523465,0,7z-lzma2
7.999080789,0,10004.65105,0,7z-lzma2
7.999520764,1.55E-51,482.7865367,0,7z-lzma2
7.999531528,0,1490.176262,0,7z-lzma2
7.999449158,1.79E-24,560.1370938,0,7z-lzma2
7.997073814,0.919311601,281.787623,0,7z-lzma2
7.999534787,0,6671.193081,0,7z-lzma2
7.993060163,4.03E-99,19167.8094,0,7z-lzma2
7.984494301,0,54652.77841,0,7z-lzma2
7.990297056,0,99423.35753,0,7z-lzma2
7.999926752,0.159193364,210.7041003,0,7z-lzma2
7.99622749,0,24541.35845,0,7z-lzma2
7.999609947,0,4219.850357,0,7z-lzma2
7.999035752,0.005943869,263.0649382,0,7z-lzma2
7.996865654,4.75E-36,3603.313801,0,7z-lzma2
7.982099524,0,113682.5624,0,7z-lzma2
7.999906619,0,1422.552974,0,7z-lzma2
7.996320542,4.01E-174,4669.240208,0,7z-lzma2
7.999418834,0.177687198,296.1536041,0,7z-lzma2
7.999940293,0,769.7828422,0,7z-lzma2
7.99960366,0,1263.62632,0,7z-lzma2
7.993078906,0,17907.77071,0,7z-lzma2
7.999440955,0,718.209614,0,7z-lzma2
7.998845177,0.804506616,245.3449532,0,7z-lzma2
7.999807704,2.40E-59,304.3371695,0,7z-lzma2
7.999571323,0,2720.886149,0,7z-lzma2
7.999865763,4.37E-75,429.3587206,0,7z-lzma2
7.999163701,0,5088.473096,0,7z-lzma2
7.999005953,1.85E-101,597.8071329,0,7z-lzma2
7.999928858,0,814.2815256,0,7z-lzma2
7.999082904,0,7136.589707,0,7z-lzma2
7.99922525,0,12562.54224,0,7z-lzma2
7.999351725,0,1479.653005,0,7z-lzma2
7.996314527,0,115656.3999,0,7z-lzma2
7.999771441,0.104076197,301.2728994,0,7z-lzma2
7.999816067,1.27E-259,408.5769284,0,7z-lzma2
7.999701131,8.53E-94,2766.173935,0,7z-lzma2
7.999682193,0,518.7553812,0,7z-lzma2
7.998733092,0.682638382,250.7600135,0,7z-lzma2
7.999838093,0,2502.016874,0,7z-lzma2
7.998220599,0,29578.75419,0,7z-lzma2
7.999896373,0,1322.643862,0,7z-lzma2
7.999166652,0,9568.429423,0,7z-lzma2
7.999678681,0,1327.532882,0,7z-lzma2
7.99987239,6.12E-192,394.3099492,0,7z-lzma2
7.999522425,0.920850704,889.0579687,0,7z-lzma2
7.999195555,0.0234563,278.7304154,0,7z-ppmd
7.999923864,0.624271393,241.7312311,0,7z-ppmd
7.999980768,0.161596295,245.0691438,0,7z-ppmd
7.999986464,0.336546878,280.9654119,0,7z-ppmd
7.999953382,0.964152015,226.5244014,0,7z-ppmd
7.999827776,0.323605626,284.2649776,0,7z-ppmd
7.999994979,0.285723773,289.3764765,0,7z-ppmd
7.99989101,0.022032178,248.8768086,0,7z-ppmd
7.999939441,0.368138155,269.7782761,0,7z-ppmd
7.999988284,0.754936011,261.2107145,0,7z-ppmd
7.999782808,0.085375086,255.9583555,0,7z-ppmd
7.999587482,0.243987911,225.9336929,0,7z-ppmd
7.999988908,0.364218385,273.6422702,0,7z-ppmd
7.99997128,0.406625133,247.2028756,0,7z-ppmd
7.999675109,0.085765781,246.3955328,0,7z-ppmd
7.999548618,0.107595369,269.8180886,0,7z-ppmd
7.99926759,0.057715618,270.2201211,0,7z-ppmd
7.999980955,0.16473053,252.4345071,0,7z-ppmd
7.999795171,0.919669217,254.1804997,0,7z-ppmd
7.99994195,0.621900622,258.2637093,0,7z-ppmd
7.99997917,0.864024374,219.5295182,0,7z-ppmd
7.999922208,0.728036471,246.8747742,0,7z-ppmd
7.99997786,0.563397639,250.1561942,0,7z-ppmd
7.999977811,0.081600868,223.1036361,0,7z-ppmd
7.999964431,0.02020389,245.210017,0,7z-ppmd
