filename,entropy,block-frequency,chi-square,label
0093-7z-bzip2.7z,7.786138863,0,1822.75,0
0094-7z-bzip2.7z,6.968064269,0,7780.125,0
0095-7z-bzip2.7z,7.384493817,0,4375.5,0
0096-7z-bzip2.7z,7.089859919,0,7134.125,0
0097-7z-bzip2.7z,7.008326061,0,8021.625,0
0098-7z-bzip2.7z,6.703245214,0,11010.875,0
0099-7z-bzip2.7z,7.20937638,0,6155.75,0
0100-7z-bzip2.7z,7.129904932,0,6471,0
0001-7z-encrypted.7z,7.957074701,0.007670295,238.5,0
0002-7z-encrypted.7z,7.942138604,0.015541049,324.25,0
0003-7z-encrypted.7z,7.952387662,0.032419653,270.375,0
0004-7z-encrypted.7z,7.952844273,0.073208453,268.625,0
0005-7z-encrypted.7z,7.951236392,0.001967885,274.625,0
0006-7z-encrypted.7z,7.954930612,0.335220987,258,0
0007-7z-encrypted.7z,7.950042073,6.93E-05,283.625,0
0008-7z-encrypted.7z,7.95325033,0.106710845,265.25,0
0009-7z-encrypted.7z,7.954390244,0.000185043,255.75,0
0010-7z-encrypted.7z,7.954729148,0.020238017,264.125,0
0011-7z-encrypted.7z,7.951257311,0.0002125,280.25,0
0012-7z-encrypted.7z,7.956292687,0.001825353,256,0
0013-7z-encrypted.7z,7.956692691,0.115782133,240.875,0
0014-7z-encrypted.7z,7.948479915,0.002505265,300.75,0
0015-7z-encrypted.7z,7.95158063,0.316225836,273.125,0
0016-7z-encrypted.7z,7.953451678,0.000265509,260.125,0
0017-7z-encrypted.7z,7.952548796,0.001057526,269.375,0
0018-7z-encrypted.7z,7.956173618,0.006203892,240.25,0
0019-7z-encrypted.7z,7.953672456,0.011756372,263.125,0
0020-7z-encrypted.7z,7.958037556,0.000342174,236.625,0
0021-7z-encrypted.7z,7.954527254,0.00049932,252.375,0
0022-7z-encrypted.7z,7.960595398,0.013810425,221.375,0
0023-7z-encrypted.7z,7.953844317,0.033151658,269.25,0
0024-7z-encrypted.7z,7.952410971,0.000580879,269.375,0
0025-7z-encrypted.7z,7.956530089,0.000493202,247,0
0026-7z-encrypted.7z,7.952168691,0.000402743,275.25,0
0027-7z-encrypted.7z,7.950754534,0.235063006,281.5,0
0028-7z-encrypted.7z,7.950043194,0.300564774,279,0
0029-7z-encrypted.7z,7.958620698,8.97E-05,236.625,0
0030-7z-encrypted.7z,7.948932472,0.001188861,293.75,0
0031-7z-encrypted.7z,7.953268183,0.001784495,263.875,0
0032-7z-encrypted.7z,7.955355967,0.00245051,258.625,0
0033-7z-encrypted.7z,7.947500971,0.002058275,297.75,0
0034-7z-encrypted.7z,7.9578246,0.019524212,246.375,0
0035-7z-encrypted.7z,7.952914238,0.00272577,269.375,0
0036-7z-encrypted.7z,7.950190707,0.013595883,280.875,0
0037-7z-encrypted.7z,7.953945513,0.001134601,256.875,0
0038-7z-encrypted.7z,7.956834142,0.111054655,248,0
0039-7z-encrypted.7z,7.958963489,0.000347966,229.875,0
0040-7z-encrypted.7z,7.952856708,0.001533039,269.25,0
0041-7z-encrypted.7z,7.95044775,0.000287827,280,0
0042-7z-encrypted.7z,7.952672388,0.42372627,265.75,0
0043-7z-encrypted.7z,7.950695446,0.00443689,274.375,0
0044-7z-encrypted.7z,7.953582358,0.005834274,264.375,0
0045-7z-encrypted.7z,7.954259215,0.001143481,256.875,0
0046-7z-encrypted.7z,7.956908456,0.102727244,241,0
0047-7z-encrypted.7z,7.946851248,1.81E-05,302.75,0
0048-7z-encrypted.7z,7.947401905,0.003523962,294.75,0
0049-7z-encrypted.7z,7.94950094,0.000346509,289,0
0050-7z-encrypted.7z,7.957313646,0.019175614,242.375,0
0051-7z-encrypted.7z,7.95402227,0.020912189,254.75,0
0052-7z-encrypted.7z,7.95345008,6.23E-06,266.125,0
0053-7z-encrypted.7z,7.950857251,0.042170618,275.75,0
0054-7z-encrypted.7z,7.947254618,0.110565563,299.875,0
0055-7z-encrypted.7z,7.953084276,0.146115006,264.25,0
0056-7z-encrypted.7z,7.957131755,2.97E-05,236.375,0
0057-7z-encrypted.7z,7.952659337,0.010075992,269.375,0
0058-7z-encrypted.7z,7.956499612,0.072854212,244.875,0
0059-7z-encrypted.7z,7.951772486,0.014562414,282.625,0
0060-7z-encrypted.7z,7.951266541,0.001791245,274.875,0
0061-7z-encrypted.7z,7.95001959,4.49E-06,287.875,0
0062-7z-encrypted.7z,7.953445176,0.118073037,266.25,0
0063-7z-encrypted.7z,7.95208968,7.23E-06,274.625,0
0064-7z-encrypted.7z,7.952836903,0.012766908,270.25,0
0065-7z-encrypted.7z,7.952578706,0.002696029,268.375,0
0066-7z-encrypted.7z,7.950805269,0.012527107,274.5,0
0067-7z-encrypted.7z,7.958885456,0.004825205,231.75,0
0068-7z-encrypted.7z,7.950129658,0.002900081,276.625,0
0069-7z-encrypted.7z,7.952521927,0.000993142,265.875,0
0070-7z-encrypted.7z,7.948301535,9.94E-05,299.75,0
0071-7z-encrypted.7z,7.959990375,0.03047711,225.625,0
0072-7z-encrypted.7z,7.954476991,0.001175074,254.875,0
0073-7z-encrypted.7z,7.951318106,0.058129147,267.25,0
0074-7z-encrypted.7z,7.954616628,0.01074819,254.875,0
0075-7z-encrypted.7z,7.960012512,0.007007348,228,0
0076-7z-encrypted.7z,7.956857637,0.009659448,244.5,0
0077-7z-encrypted.7z,7.955810921,0.00385253,253.25,0
0078-7z-encrypted.7z,7.957680746,0.003652181,240.375,0
0079-7z-encrypted.7z,7.952998377,0.110809907,274.875,0
0080-7z-encrypted.7z,7.953632392,0.00288955,260.625,0
0081-7z-encrypted.7z,7.948679286,0.016729955,287,0
0082-7z-encrypted.7z,7.959904022,0.002081465,226.75,0
0083-7z-encrypted.7z,7.94965396,0.001832246,283.625,0
0084-7z-encrypted.7z,7.950643338,0.13905767,277.125,0
0085-7z-encrypted.7z,7.955429861,0.002050599,259.875,0
0086-7z-encrypted.7z,7.95361199,0.004091707,261,0
0087-7z-encrypted.7z,7.959433278,7.90E-05,234.125,0
0088-7z-encrypted.7z,7.959815307,0.028798182,223.5,0
0089-7z-encrypted.7z,7.952420885,0.001997599,269,0
0090-7z-encrypted.7z,7.951847419,0.005657051,267.25,0
0091-7z-encrypted.7z,7.954159951,0.048532147,258.25,0
0092-7z-encrypted.7z,7.957269735,0.031969162,242.125,0
0093-7z-encrypted.7z,7.954131156,0.003704654,258.125,0
0094-7z-encrypted.7z,7.95768242,0.030049736,242.125,0
0095-7z-encrypted.7z,7.95222262,0.000411201,276.25,0
0096-7z-encrypted.7z,7.954065234,0.000910575,264.625,0
0097-7z-encrypted.7z,7.951374387,0.002974789,268.5,0
0098-7z-encrypted.7z,7.95159358,0.016076412,279.75,0
0099-7z-encrypted.7z,7.955477892,5.07E-05,249.375,0
0100-7z-encrypted.7z,7.948797537,0.000755202,284.125,0
0001-7z-highcompress.7z,7.953198475,0.000435785,265.5,0
0002-7z-highcompress.7z,7.950445222,0.06395405,273.5,0
0003-7z-highcompress.7z,7.953635336,0.000244834,261.125,0
0004-7z-highcompress.7z,7.958132789,0.00135079,237.375,0
0005-7z-highcompress.7z,7.829042908,5.10E-138,1443.625,0
0006-7z-highcompress.7z,7.947275077,0.000143007,301,0
0007-7z-highcompress.7z,7.95268368,5.29E-05,264.75,0
0008-7z-highcompress.7z,7.939898121,0.000728438,329.125,0
0009-7z-highcompress.7z,7.957545912,0.000126957,242.875,0
0010-7z-highcompress.7z,7.949680317,0.007078367,286.625,0
0011-7z-highcompress.7z,7.95371519,0.000284189,263,0
0012-7z-highcompress.7z,7.945642513,0.001791245,301.375,0
0013-7z-highcompress.7z,7.95084596,0.006867236,280.875,0
0014-7z-highcompress.7z,7.957074455,2.25E-05,237.875,0
0015-7z-highcompress.7z,7.946111991,0.144624188,306.125,0
0016-7z-highcompress.7z,7.956992232,0.093585379,241.5,0
0017-7z-highcompress.7z,7.955751305,0.004135296,253.5,0
0018-7z-highcompress.7z,7.954977077,0.001881178,256.25,0
0019-7z-highcompress.7z,7.957202101,0.002879055,241.25,0
0020-7z-highcompress.7z,7.954552945,0.001853071,257.5,0
0021-7z-highcompress.7z,7.956496861,0.027121106,247.125,0
0022-7z-highcompress.7z,7.952359763,0.000600086,269.125,0
0023-7z-highcompress.7z,7.952118338,8.49E-05,270.25,0
0024-7z-highcompress.7z,7.953212327,4.82E-05,258.25,0
0025-7z-highcompress.7z,7.893906379,3.78E-97,776,0
0026-7z-highcompress.7z,7.952347908,1.93E-05,273.375,0
0027-7z-highcompress.7z,7.959550943,0.044602668,226.875,0
0028-7z-highcompress.7z,7.95206334,0.005996013,275.5,0
0029-7z-highcompress.7z,7.882357644,7.12E-106,933.125,0
0030-7z-highcompress.7z,7.959081422,0.03553018,229.875,0
0031-7z-highcompress.7z,7.955022833,0.017039375,254.5,0
0032-7z-highcompress.7z,7.954532295,0.007825074,257.875,0
0033-7z-highcompress.7z,7.95600467,0.055382817,251.25,0
0034-7z-highcompress.7z,7.95363121,0.034753829,261.625,0
0035-7z-highcompress.7z,7.95575655,0.09685451,249.625,0
0036-7z-highcompress.7z,7.959096908,0.002705909,220.875,0
0037-7z-highcompress.7z,7.948907162,0.207855243,291.625,0
0038-7z-highcompress.7z,7.953871009,0.028962436,256.875,0
0039-7z-highcompress.7z,7.954918179,0.009078338,250.75,0
0040-7z-highcompress.7z,7.95873152,0.012021199,239.625,0
0041-7z-highcompress.7z,7.952660648,0.004741844,268.375,0
0042-7z-highcompress.7z,7.956625121,0.001458677,249.875,0
0043-7z-highcompress.7z,7.94698875,0.000795491,299.25,0
0044-7z-highcompress.7z,7.954505808,0.031259452,255.125,0
0045-7z-highcompress.7z,7.954712238,0.001798019,256.625,0
0046-7z-highcompress.7z,7.956700129,0.00218477,244.5,0
0047-7z-highcompress.7z,7.957262545,0.007518277,238.25,0
0048-7z-highcompress.7z,7.949494386,0.006505882,286.5,0
0049-7z-highcompress.7z,7.950980783,0.007799084,276.375,0
0050-7z-highcompress.7z,7.953689169,0.189795197,260.125,0
0051-7z-highcompress.7z,7.864587104,2.84E-104,1068.375,0
0052-7z-highcompress.7z,7.825630965,9.12E-113,1403.125,0
0053-7z-highcompress.7z,7.953090249,0.002676368,264.625,0
0054-7z-highcompress.7z,7.952954091,0.001791245,273.625,0
0055-7z-highcompress.7z,7.948604005,0.001000985,285.875,0
0056-7z-highcompress.7z,7.951989864,0.001777768,273.125,0
0057-7z-highcompress.7z,7.856812303,1.54E-137,1086.625,0
0058-7z-highcompress.7z,7.948875458,0.002589515,292.625,0
0059-7z-highcompress.7z,7.947731726,0.080393328,298.75,0
0060-7z-highcompress.7z,7.946079347,0.00025443,305.125,0
0061-7z-highcompress.7z,7.946544019,0.034946559,293.625,0
0062-7z-highcompress.7z,7.834157448,4.96E-99,1174.375,0
0063-7z-highcompress.7z,7.946325038,3.96E-06,306.75,0
0064-7z-highcompress.7z,7.954829314,0.012408712,253.125,0
0065-7z-highcompress.7z,7.947962173,0.201841942,292.75,0
0066-7z-highcompress.7z,7.951331379,0.001255215,277.875,0
0067-7z-highcompress.7z,7.950110521,0.203334736,280.75,0
0068-7z-highcompress.7z,7.957321543,0.161301793,244.375,0
0069-7z-highcompress.7z,7.957041173,0.001515573,246.25,0
0070-7z-highcompress.7z,7.954210637,0.049171243,256.125,0
0071-7z-highcompress.7z,7.952076262,0.002234029,269.75,0
0072-7z-highcompress.7z,7.952252908,0.002405725,271.75,0
0073-7z-highcompress.7z,7.950843001,0.365389742,279.875,0
0074-7z-highcompress.7z,7.96277108,0.017673302,215.625,0
0075-7z-highcompress.7z,7.947440514,0.094665516,294.125,0
0076-7z-highcompress.7z,7.949748271,0.000193239,288,0
0077-7z-highcompress.7z,7.952654338,0.003363441,282.875,0
0078-7z-highcompress.7z,7.952271449,0.050339119,266,0
0079-7z-highcompress.7z,7.952954235,0.038573223,259.625,0
0080-7z-highcompress.7z,7.948450933,0.001184248,296.875,0
0081-7z-highcompress.7z,7.957303288,0.000906979,237.875,0
0082-7z-highcompress.7z,7.957220523,0.016884043,247.25,0
0083-7z-highcompress.7z,7.951225446,0.003977513,272.875,0
0084-7z-highcompress.7z,7.954394525,0.029964878,254.875,0
0085-7z-highcompress.7z,7.955274863,0.004238657,256,0
0086-7z-highcompress.7z,7.947748379,0.001393022,294.125,0
0087-7z-highcompress.7z,7.948978741,0.000761273,291.625,0
0088-7z-highcompress.7z,7.875042062,1.46E-104,1026.625,0
0089-7z-highcompress.7z,7.961018552,0.000501375,217.5,0
0090-7z-highcompress.7z,7.951168271,0.000113132,274.5,0
0091-7z-highcompress.7z,7.958756922,0.153732191,231.375,0
0092-7z-highcompress.7z,7.949752724,0.012448066,290.5,0
0093-7z-highcompress.7z,7.960783556,0.039313967,225,0
0094-7z-highcompress.7z,7.956946045,0.020603364,246,0
0095-7z-highcompress.7z,7.949014331,0.002301303,287,0
0096-7z-highcompress.7z,7.946619328,0.035825066,296.75,0
0097-7z-highcompress.7z,7.880337769,7.12E-106,984.375,0
0098-7z-highcompress.7z,7.949951233,0.003626201,280.25,0
0099-7z-highcompress.7z,7.957470559,0.000132691,236.25,0
0100-7z-highcompress.7z,7.95283821,0.009534415,261.625,0
0001-7z-lzma.7z,7.953262442,0.003118242,264.75,0
0002-7z-lzma.7z,7.952619129,0.064754376,270.375,0
0003-7z-lzma.7z,7.953588927,0.054258634,261.625,0
0004-7z-lzma.7z,7.958757268,0.082712231,234.375,0
0005-7z-lzma.7z,7.959550136,0.000495234,232.625,0
0006-7z-lzma.7z,7.960495391,0.047150283,224.375,0
0007-7z-lzma.7z,7.953876091,0.007799084,258.125,0
0008-7z-lzma.7z,7.940279538,5.92E-06,327.125,0
0009-7z-lzma.7z,7.95683316,1.19E-05,247.125,0
0010-7z-lzma.7z,7.95015451,0.039207421,283.875,0
0011-7z-lzma.7z,7.951874916,0.007670295,271.25,0
0012-7z-lzma.7z,7.953677516,0.001420037,265.625,0
0013-7z-lzma.7z,7.951177734,0.077381301,279.5,0
0014-7z-lzma.7z,7.956705359,0.000882175,240.125,0
0015-7z-lzma.7z,7.951806504,0.000471369,274.125,0
0016-7z-lzma.7z,7.956469902,0.002144489,244.5,0
0017-7z-lzma.7z,7.955546121,0.014159918,250.125,0
0018-7z-lzma.7z,7.955130281,0.003498818,254.875,0
0019-7z-lzma.7z,7.957354678,0.144327324,240.375,0
0020-7z-lzma.7z,7.955161885,0.00025443,254.625,0
0021-7z-lzma.7z,7.956543545,0.004643541,247.75,0
0022-7z-lzma.7z,7.951393997,0.001104025,274.625,0
0023-7z-lzma.7z,7.952734526,0.000202653,266.25,0
0024-7z-lzma.7z,7.952908861,0.003977513,260,0
0025-7z-lzma.7z,7.947637786,0.085684138,295.875,0
0026-7z-lzma.7z,7.95537358,0.037126898,254.375,0
0027-7z-lzma.7z,7.954872662,0.0010869,257.875,0
0028-7z-lzma.7z,7.951015163,0.017997941,280.25,0
0029-7z-lzma.7z,7.951700725,0.00025443,267.5,0
0030-7z-lzma.7z,7.955044077,0.008009196,250.125,0
0031-7z-lzma.7z,7.948188884,0.004283672,291.25,0
0032-7z-lzma.7z,7.95027403,0.005637664,276.5,0
0033-7z-lzma.7z,7.956067937,0.124346035,251.375,0
0034-7z-lzma.7z,7.953980285,0.000485155,260,0
0035-7z-lzma.7z,7.955859685,0.001409173,249.875,0
0036-7z-lzma.7z,7.954983851,0.011496743,257.875,0
0037-7z-lzma.7z,7.94930658,0.023188764,289.25,0
0038-7z-lzma.7z,7.950533375,0.028880209,277.75,0
0039-7z-lzma.7z,7.954370877,2.00E-09,255.75,0
0040-7z-lzma.7z,7.958715649,0.019233333,240,0
0041-7z-lzma.7z,7.951851424,0.000364374,272,0
0042-7z-lzma.7z,7.951422431,0.003339349,273.875,0
0043-7z-lzma.7z,7.947255332,0.002201077,297,0
0044-7z-lzma.7z,7.95523867,0.008444749,249.75,0
0045-7z-lzma.7z,7.955346883,0.060679383,252.5,0
0046-7z-lzma.7z,7.957096994,0.058721219,242.375,0
0047-7z-lzma.7z,7.956551298,0.030391223,243,0
0048-7z-lzma.7z,7.949774076,7.97E-05,283.625,0
0049-7z-lzma.7z,7.948080605,0.04127373,291.375,0
0050-7z-lzma.7z,7.954321246,0.010174367,256,0
0051-7z-lzma.7z,7.950482306,0.174819722,279,0
0052-7z-lzma.7z,7.955057494,0.103421909,251.375,0
0053-7z-lzma.7z,7.954036174,8.77E-05,259.75,0
0054-7z-lzma.7z,7.953006743,0.000507588,274,0
0055-7z-lzma.7z,7.953826495,0.001504031,260.125,0
0056-7z-lzma.7z,7.951803704,0.001846105,273.875,0
0057-7z-lzma.7z,7.959419423,0.020480949,229.25,0
0058-7z-lzma.7z,7.948023868,0.007903512,297.75,0
0059-7z-lzma.7z,7.949076481,0.004579041,288.75,0
0060-7z-lzma.7z,7.945550714,0.000702565,307.75,0
0061-7z-lzma.7z,7.946121958,0.000882175,296.125,0
0062-7z-lzma.7z,7.94342855,0.000719716,318.875,0
0063-7z-lzma.7z,7.94630125,1.99E-05,307.25,0
0064-7z-lzma.7z,7.955913755,0.064754376,247.75,0
0065-7z-lzma.7z,7.948336017,0.089567265,290,0
0066-7z-lzma.7z,7.951939799,3.15E-05,275.75,0
0067-7z-lzma.7z,7.944939067,0.047523884,305.75,0
0068-7z-lzma.7z,7.948815181,0.074819506,285.25,0
0069-7z-lzma.7z,7.956546434,2.84E-06,249.75,0
0070-7z-lzma.7z,7.953641732,0.020542077,259.5,0
0071-7z-lzma.7z,7.951443433,0.000614881,273.5,0
0072-7z-lzma.7z,7.951640137,0.028553295,274.875,0
0073-7z-lzma.7z,7.951314906,0.081739733,277.5,0
0074-7z-lzma.7z,7.962804168,0.014698805,215.125,0
0075-7z-lzma.7z,7.947148719,0.033616246,295.625,0
0076-7z-lzma.7z,7.953679893,0.000943545,262.625,0
0077-7z-lzma.7z,7.954311206,1.31E-05,273,0
0078-7z-lzma.7z,7.958029209,0.000150743,239.875,0
0079-7z-lzma.7z,7.95278758,0.028716354,260.75,0
0080-7z-lzma.7z,7.949345146,0.001371755,291.375,0
0081-7z-lzma.7z,7.955041857,6.81E-06,255.875,0
0082-7z-lzma.7z,7.957389574,0.003678332,245.875,0
0083-7z-lzma.7z,7.951285744,0.152495124,272.875,0
0084-7z-lzma.7z,7.955100132,0.077011145,253.875,0
0085-7z-lzma.7z,7.954909702,0.234245567,248.25,0
0086-7z-lzma.7z,7.947774131,3.51E-05,296,0
0087-7z-lzma.7z,7.940599089,0.017195959,329.875,0
0088-7z-lzma.7z,7.952942231,0.000454186,270.5,0
0089-7z-lzma.7z,7.961603797,0.000985357,214.375,0
0090-7z-lzma.7z,7.951990277,0.001216888,269.25,0
0091-7z-lzma.7z,7.957772105,0.007799084,240.875,0
0092-7z-lzma.7z,7.951250498,0.005428348,278.375,0
0093-7z-lzma.7z,7.960783879,9.46E-05,224.625,0
0094-7z-lzma.7z,7.956991291,0.007929815,245.875,0
0095-7z-lzma.7z,7.955531321,4.22E-05,252.125,0
0096-7z-lzma.7z,7.957984336,0.24626389,235.625,0
0097-7z-lzma.7z,7.949179196,0.006798132,289.625,0
0098-7z-lzma.7z,7.948424486,7.15E-05,294.625,0
0099-7z-lzma.7z,7.95364663,0.003949423,263.75,0
0100-7z-lzma.7z,7.948720094,0.000841124,285.25,0
0001-7z-lzma2.7z,7.953207581,0.013681343,265.625,0
0002-7z-lzma2.7z,7.953518309,0.042739397,266.75,0
0003-7z-lzma2.7z,7.953457229,0.002292793,261.875,0
0004-7z-lzma2.7z,7.958578214,0.003436676,235,0
0005-7z-lzma2.7z,7.828785518,6.47E-138,1445.875,0
0006-7z-lzma2.7z,7.960922661,0.035334731,222.375,0
0007-7z-lzma2.7z,7.953961925,0.000467499,257.625,0
0008-7z-lzma2.7z,7.940299989,0.000632575,326.25,0
0009-7z-lzma2.7z,7.957467723,3.00E-05,243.75,0
0010-7z-lzma2.7z,7.950268364,0.004208887,283.25,0
0011-7z-lzma2.7z,7.951538318,0.052471739,273.5,0
0012-7z-lzma2.7z,7.953528051,0.001099721,265.75,0
0013-7z-lzma2.7z,7.95089118,0.062065787,280.75,0
0014-7z-lzma2.7z,7.956831615,2.14E-05,239.25,0
0015-7z-lzma2.7z,7.951873055,0.003473839,274,0
0016-7z-lzma2.7z,7.95657351,0.043546431,244,0
0017-7z-lzma2.7z,7.955145654,0.003691471,252.5,0
0018-7z-lzma2.7z,7.955347173,0.003893786,253.625,0
0019-7z-lzma2.7z,7.957457808,0.008333912,239.75,0
0020-7z-lzma2.7z,7.954502798,0.001095432,257.75,0
0021-7z-lzma2.7z,7.956001091,0.067535966,249.875,0
0022-7z-lzma2.7z,7.952375611,0.000190745,269.25,0
0023-7z-lzma2.7z,7.952132516,0.000566854,269.875,0
0024-7z-lzma2.7z,7.953279448,3.65E-05,258.25,0
0025-7z-lzma2.7z,7.893733299,1.31E-97,777,0
0026-7z-lzma2.7z,7.955647481,0.093585379,252.375,0
0027-7z-lzma2.7z,7.955286132,0.343657107,255.25,0
0028-7z-lzma2.7z,7.951732924,0.06523843,277.375,0
0029-7z-lzma2.7z,7.881956086,1.92E-102,935.75,0
0030-7z-lzma2.7z,7.954672547,0.005172156,252.25,0
0031-7z-lzma2.7z,7.948926892,0.017997941,288.375,0
0032-7z-lzma2.7z,7.950567418,0.000954781,274.75,0
0033-7z-lzma2.7z,7.957001101,0.302442214,245.875,0
0034-7z-lzma2.7z,7.954285248,0.032875529,257,0
0035-7z-lzma2.7z,7.955882979,0.020603364,249.25,0
0036-7z-lzma2.7z,7.954928299,0.002608589,258.125,0
0037-7z-lzma2.7z,7.949437437,0.186593135,288.75,0
0038-7z-lzma2.7z,7.950634212,0.002974789,278,0
0039-7z-lzma2.7z,7.954086255,2.42E-06,257.25,0
0040-7z-lzma2.7z,7.95937256,0.005101004,236,0
0041-7z-lzma2.7z,7.951897866,0.003436676,272.125,0
0042-7z-lzma2.7z,7.951194627,0.004741844,275.75,0
0043-7z-lzma2.7z,7.947139677,0.002327009,297.625,0
0044-7z-lzma2.7z,7.955187103,0.005955202,251.125,0
0045-7z-lzma2.7z,7.955569642,0.005013315,250.75,0
0046-7z-lzma2.7z,7.956642154,0.002050599,244.75,0
0047-7z-lzma2.7z,7.956878186,0.034753829,240.25,0
0048-7z-lzma2.7z,7.949716755,0.004858922,284.375,0
0049-7z-lzma2.7z,7.948525622,0.002953265,289,0
